COUNTRY,PERNUM,AGE,SEX,MARST,INDIG,EDATTAIN,YRSCHOOL,EMPSTAT,INCEARN
840,3,23,1,1,2,3,13,1,35000
484,1,44,1,2,1,2,6,3,99999999
484,3,11,1,1,1,1,4,0,99999999
484,3,30,2,2,2,2,9,3,99999999
840,4,8,2,1,2,1,3,0,0
484,2,28,2,2,1,1,0,3,99999999
484,4,6,1,1,1,1,0,0,99999999
484,2,23,1,1,2,3,12,3,99999999
840,3,4,2,1,2,1,0,0,0
484,3,18,1,1,2,2,11,3,99999999
840,3,17,1,1,2,2,11,3,0
484,6,34,1,2,2,2,9,1,6429
484,1,41,2,2,2,1,0,1,5143
484,2,27,1,2,2,2,6,1,2571
840,8,30,1,2,2,4,13,1,40000
484,9,1,1,1,9,0,99,0,99999999
484,2,31,2,2,2,2,11,1,3000
840,2,58,2,2,2,3,13,3,0
484,3,43,2,2,2,2,9,3,99999999
484,4,9,2,1,2,1,3,0,99999999
484,2,29,2,2,1,2,9,3,99999999
840,1,51,1,3,2,3,12,3,0
484,2,65,2,2,2,1,3,1,5143
484,2,1,2,1,2,0,99,0,99999999
484,3,14,1,1,2,2,9,3,99999999
484,4,30,2,2,1,2,9,3,99999999
484,2,25,2,2,1,1,0,3,99999999
484,3,24,2,2,2,2,6,3,99999999
484,1,32,1,2,1,2,6,3,99999999
484,4,32,2,2,2,3,12,1,1714
840,4,14,2,1,2,2,7,0,0
840,2,52,1,3,2,4,13,1,44000
840,2,55,2,2,2,4,13,1,96000
840,3,6,1,1,2,1,1,0,0
840,3,18,2,2,2,2,10,3,0
484,4,53,1,2,9,2,6,1,99999998
484,3,14,1,1,1,1,0,3,99999999
484,4,21,1,1,2,2,8,1,4286
484,4,34,2,3,1,1,0,3,99999999
840,2,50,1,3,2,3,12,3,0
840,2,60,2,2,2,4,13,1,20000
484,2,82,2,4,2,1,0,3,99999999
840,1,39,2,1,2,4,13,1,45000
484,4,26,1,1,1,3,12,1,4286
484,5,16,2,1,2,2,10,3,99999999
840,2,81,2,2,2,3,12,3,0
484,4,15,1,1,1,2,7,3,99999999
840,4,9,2,1,2,1,4,0,0
484,2,0,1,1,2,0,99,0,99999999
484,2,21,2,2,2,2,9,3,99999999
840,1,53,1,4,2,4,13,3,0
484,4,14,1,1,2,2,6,3,99999999
484,4,46,2,2,2,2,6,1,2000
484,2,1,1,1,1,0,99,0,99999999
484,3,1,1,1,2,0,99,0,99999999
840,1,34,2,2,2,4,13,1,86000
484,2,9,1,1,2,1,4,0,99999999
484,1,50,2,3,2,1,5,1,99999998
484,3,4,1,1,2,1,0,0,99999999
840,1,40,1,2,2,4,13,1,75000
484,1,72,1,2,1,1,3,1,3000
840,3,20,2,1,2,3,12,1,6000
484,1,29,1,2,2,4,18,1,21429
840,3,25,1,1,1,3,13,1,22100
484,2,20,2,1,2,2,9,3,99999999
484,3,5,2,1,1,1,0,0,99999999
484,2,13,2,1,2,2,6,3,99999999
840,2,58,2,2,2,3,12,1,28000
484,4,4,1,1,2,1,0,0,99999999
484,7,24,1,1,1,2,6,1,2571
484,4,10,1,1,2,1,3,0,99999999
484,3,17,2,1,1,2,10,1,429
840,1,56,2,2,2,3,12,1,40000
484,3,80,2,4,2,2,6,3,99999999
484,6,28,1,2,2,2,9,3,99999999
484,1,33,1,2,2,2,9,1,6429
840,2,72,2,2,2,4,13,1,33000
484,1,72,1,2,1,1,0,1,2571
484,3,8,1,1,1,1,3,0,99999999
484,3,0,2,1,1,0,99,0,99999999
484,5,0,1,1,2,0,99,0,99999999
484,2,5,2,1,2,1,0,0,99999999
484,5,2,1,1,1,0,99,0,99999999
484,1,35,1,2,2,3,12,1,6429
484,4,26,2,1,2,3,12,3,99999999
484,3,3,2,1,2,1,0,0,99999999
484,1,21,1,2,2,1,0,1,0
484,2,11,1,1,2,1,5,0,99999999
484,5,11,2,1,2,2,6,0,99999999
484,1,60,2,3,2,1,0,1,857
484,4,34,2,2,2,2,9,3,99999999
840,1,50,1,3,2,3,12,1,49100
484,1,80,2,4,1,2,6,3,99999999
840,1,30,1,2,2,4,13,1,12000
484,5,2,2,1,2,0,99,0,99999999
840,1,52,2,1,2,4,13,1,190000
484,1,38,1,2,2,2,6,1,0
484,1,53,1,2,2,4,18,1,6000
484,1,36,1,2,1,2,9,3,99999999
484,2,59,2,2,1,1,4,3,99999999
484,6,34,1,2,2,4,17,1,7000
484,2,15,2,1,1,2,9,3,99999999
484,7,12,1,1,2,1,5,3,99999999
484,3,59,2,4,1,2,9,3,99999999
484,2,15,2,1,1,2,6,3,99999999
484,5,32,2,2,1,2,9,1,2600
484,4,11,1,1,2,1,3,0,99999999
840,1,36,2,2,2,4,13,1,32000
840,1,70,2,4,2,3,13,1,112000
484,2,3,1,1,1,1,0,0,99999999
484,6,12,2,1,1,1,0,3,99999999
484,5,13,1,1,1,2,6,3,99999999
840,2,15,2,1,2,2,9,0,0
840,3,16,1,1,2,2,9,3,0
484,2,9,2,1,2,1,2,0,99999999
484,2,0,1,1,2,0,99,0,99999999
484,1,40,1,2,2,2,9,1,3000
484,9,22,2,1,1,2,6,1,3000
484,1,56,2,3,2,2,9,1,8000
484,1,74,1,2,2,1,2,3,99999999
484,2,33,2,2,2,3,12,3,99999999
484,2,10,1,1,1,1,4,0,99999999
840,1,62,2,2,2,3,13,1,27000
484,2,20,2,1,2,3,12,3,99999999
484,3,17,2,1,2,2,11,3,99999999
484,2,12,1,1,2,2,6,3,99999999
484,1,25,1,2,2,2,6,1,2571
484,1,49,2,2,2,2,8,1,99999998
840,3,18,1,1,2,2,11,3,0
484,2,2,1,1,2,0,99,0,99999999
484,4,36,2,2,2,4,18,1,10000
484,2,35,2,2,2,2,9,3,99999999
484,1,44,1,2,1,2,9,1,1286
484,4,9,2,1,2,1,3,0,99999999
840,2,81,2,2,2,4,13,3,0
484,1,52,1,2,2,2,6,1,5143
484,7,23,1,2,1,2,8,1,3000
484,1,45,1,2,2,3,12,1,1000
484,5,43,2,2,2,2,9,3,99999999
484,9,44,2,2,1,2,6,3,99999999
484,3,20,2,1,2,2,10,3,99999999
484,5,25,2,3,2,1,3,1,2571
840,3,10,1,1,2,1,4,0,0
484,2,12,2,1,2,1,3,3,99999999
484,5,19,1,2,2,2,10,1,3600
840,1,78,2,3,2,3,12,3,0
840,2,40,1,2,2,3,12,1,35000
484,2,60,1,2,2,1,4,3,99999999
484,1,38,1,2,2,2,6,3,99999999
840,1,38,2,3,2,3,12,2,0
840,1,19,2,1,2,3,12,3,0
484,1,42,1,2,1,2,9,1,4286
484,3,9,2,1,2,1,3,0,99999999
484,5,57,1,9,9,9,98,9,99999999
484,1,25,1,2,1,2,9,1,2143
840,1,36,2,2,2,4,13,1,47000
484,1,60,1,2,1,1,2,1,1286
840,1,40,1,2,2,3,13,1,55000
484,5,28,2,2,1,1,5,3,99999999
484,3,32,2,2,2,2,9,3,99999999
484,2,43,2,1,9,2,6,3,99999999
484,1,58,2,4,2,1,0,3,99999999
484,1,46,1,2,2,2,9,1,6000
484,1,45,1,2,1,1,0,1,0
484,5,7,1,1,2,1,0,0,99999999
484,3,28,2,2,1,2,6,3,99999999
484,6,19,2,1,2,2,9,3,99999999
840,1,59,1,2,2,4,13,3,0
484,4,17,2,1,1,2,11,3,99999999
840,1,78,2,4,2,1,0,3,0
840,2,33,2,2,2,4,13,1,79000
484,3,49,2,2,2,2,9,1,12000
484,4,32,2,2,1,1,4,3,99999999
484,1,76,1,2,2,3,12,3,99999999
840,5,40,1,1,2,4,13,1,23000
484,2,9,2,1,2,1,3,0,99999999
484,1,32,1,2,1,3,13,3,99999999
484,3,13,2,1,1,2,8,3,99999999
484,2,19,1,1,9,3,12,1,5000
840,1,45,2,2,2,3,12,1,24300
484,3,24,1,1,2,4,17,1,14000
484,3,12,1,1,2,1,5,3,99999999
840,2,17,1,1,2,2,11,3,0
840,1,46,2,2,2,4,13,1,10800
484,2,11,1,1,1,1,5,0,99999999
840,3,15,2,1,2,2,9,0,0
840,3,13,2,1,2,2,7,0,0
484,10,16,1,1,1,2,6,1,4714
484,1,43,1,2,2,2,6,1,5143
840,1,72,2,2,2,1,0,3,0
484,1,26,1,2,2,4,16,1,12000
484,2,6,1,1,1,1,0,0,99999999
484,1,48,1,2,2,3,15,1,4000
484,1,29,1,2,2,2,6,1,3000
484,2,5,2,1,9,1,0,0,99999999
484,5,14,2,1,2,1,5,3,99999999
484,3,11,2,1,2,1,5,0,99999999
484,1,72,2,4,1,1,1,3,99999999
484,3,3,2,1,2,1,0,0,99999999
484,7,4,1,1,2,1,0,0,99999999
840,1,72,1,2,2,3,12,3,0
484,2,16,1,1,1,2,9,3,99999999
484,1,65,1,2,1,2,6,1,3857
840,2,31,2,1,2,3,13,1,22000
840,1,55,1,2,2,4,13,1,136000
484,3,23,1,1,2,3,13,3,99999999
484,3,22,1,9,9,9,98,9,99999999
484,1,78,1,2,2,2,6,1,10000
484,2,24,1,1,2,3,12,1,4000
484,3,48,2,2,1,1,0,1,0
840,1,43,1,3,2,3,13,3,2000
484,2,22,2,1,1,3,15,3,99999999
840,1,42,2,2,2,3,12,1,15000
840,3,7,2,1,2,1,0,0,0
484,4,50,2,2,2,2,9,1,1700
484,3,13,1,1,2,2,7,3,99999999
484,2,11,2,1,2,1,4,0,99999999
840,2,50,1,2,2,4,13,1,100000
484,4,39,2,1,1,2,9,1,99999998
484,3,26,2,2,2,2,6,3,99999999
484,2,4,1,1,2,1,0,0,99999999
484,3,18,2,2,1,3,12,3,99999999
484,2,8,1,1,2,1,2,0,99999999
484,4,22,2,1,2,2,9,3,99999999
484,6,11,2,1,1,1,3,0,99999999
484,2,14,1,1,1,2,7,3,99999999
484,5,2,2,1,1,0,99,0,99999999
484,2,2,2,1,2,0,99,0,99999999
840,2,51,2,3,2,3,12,1,21000
840,3,9,1,1,2,1,3,0,0
484,4,31,1,2,2,2,9,1,5143
484,4,44,2,2,1,3,12,1,3400
484,4,14,1,1,2,2,8,3,99999999
484,1,24,1,2,1,3,12,1,3429
484,3,8,1,1,2,1,3,0,99999999
484,5,12,2,1,1,1,5,3,99999999
840,1,59,1,2,2,4,13,2,113000
484,2,0,2,1,2,0,99,0,99999999
484,5,23,1,1,2,3,15,3,99999999
840,1,20,1,1,2,3,12,3,2000
484,1,25,2,3,2,3,14,1,4286
840,1,29,1,2,2,3,12,1,34000
484,1,38,1,2,2,2,9,1,3429
840,1,30,1,2,2,4,13,1,74000
484,1,64,2,1,2,2,9,1,1286
484,3,35,2,2,2,2,6,3,99999999
484,4,20,1,1,1,3,13,3,99999999
484,4,64,2,4,2,1,0,3,99999999
840,2,49,2,2,2,3,12,1,31900
484,6,20,1,1,2,3,15,1,6857
484,1,37,1,2,1,2,6,1,6429
484,3,3,2,1,2,9,98,0,99999999
484,10,4,2,1,1,1,0,0,99999999
484,5,68,2,4,2,3,12,3,99999999
484,5,4,2,1,2,1,0,0,99999999
840,1,29,1,1,2,2,11,3,0
840,6,2,1,1,2,0,99,0,0
484,2,9,2,1,1,1,3,0,99999999
484,6,4,1,1,1,1,0,0,99999999
484,2,28,2,1,2,4,17,3,99999999
484,2,14,1,1,2,2,7,3,99999999
484,3,12,2,1,2,1,5,3,99999999
484,6,1,1,1,2,0,99,0,99999999
484,3,19,2,1,2,3,14,3,99999999
484,3,14,1,1,1,2,7,3,99999999
484,5,33,2,2,1,2,9,3,99999999
484,1,46,1,2,2,2,9,1,2143
484,1,44,1,2,2,4,16,2,99999999
840,1,45,1,2,2,4,13,1,192000
484,4,6,2,1,2,1,0,0,99999999
484,1,40,2,2,2,4,16,1,99999998
840,1,67,2,4,2,3,12,3,0
484,4,5,2,1,2,1,0,0,99999999
484,3,22,2,2,2,3,12,3,99999999
484,5,16,2,1,1,1,5,1,857
840,2,54,1,3,2,3,12,1,20700
484,5,23,1,1,2,3,12,1,1714
484,1,60,1,3,2,3,12,1,20000
484,4,13,1,1,2,2,6,3,99999999
484,4,10,2,1,1,1,3,0,99999999
840,1,34,2,1,2,2,11,3,35000
840,1,67,1,2,2,4,13,3,8000
484,1,38,1,2,2,1,1,1,4500
484,3,40,2,2,2,2,6,3,99999999
840,2,36,2,2,2,3,13,1,68000
484,1,35,1,2,2,2,8,1,3643
484,2,12,2,1,2,2,6,3,99999999
484,3,17,1,1,2,2,7,3,99999999
484,1,43,1,2,1,1,5,1,10000
840,2,54,1,3,2,2,10,3,0
484,2,0,1,1,2,0,99,0,99999999
484,6,16,1,1,2,1,5,1,0
484,6,1,2,1,2,0,99,0,99999999
484,2,32,2,2,2,3,12,3,99999999
484,5,19,1,1,1,2,9,1,2571
484,2,39,2,2,2,1,5,3,99999999
484,2,19,2,2,1,2,9,3,99999999
484,1,40,1,1,1,2,6,1,3429
484,5,39,1,3,2,4,17,1,42857
484,4,8,1,1,2,1,1,0,99999999
840,1,53,1,2,2,3,12,3,0
484,4,10,1,1,2,1,4,0,99999999
484,7,40,2,2,1,3,12,1,2571
484,4,33,2,2,1,2,6,3,99999999
484,2,31,2,2,2,1,5,3,99999999
484,4,9,2,1,1,1,4,0,99999999
484,2,3,2,1,2,1,0,0,99999999
840,3,3,1,1,2,1,0,0,0
840,8,4,2,1,2,1,0,0,0
840,3,25,2,1,2,4,13,1,24000
484,8,44,2,2,1,2,6,1,2571
840,3,0,2,1,2,0,99,0,0
484,2,45,1,1,1,2,9,3,99999999
484,2,10,1,1,2,1,5,0,99999999
840,1,69,2,4,2,3,12,3,0
484,4,33,2,2,2,2,6,3,99999999
484,4,27,1,3,2,2,6,1,99999998
484,2,59,1,1,2,2,6,3,99999999
484,1,18,2,2,2,2,10,3,99999999
840,4,13,1,1,2,2,6,0,0
484,15,40,1,2,2,3,12,1,2786
484,2,1,2,1,2,0,99,0,99999999
840,4,12,1,1,2,1,5,0,0
484,1,60,1,2,2,1,1,2,99999999
840,2,38,2,2,2,3,12,3,0
484,5,25,1,2,2,4,16,1,3429
484,3,30,1,2,1,2,6,1,4000
484,1,47,1,2,2,2,9,1,3000
484,6,8,1,1,2,1,3,0,99999999
484,11,28,1,2,2,3,12,1,3600
840,1,92,2,4,2,3,12,3,0
484,1,82,1,2,1,1,3,1,0
484,5,29,2,2,1,2,9,1,2143
484,4,24,1,1,2,2,9,1,99999998
484,9,16,1,1,2,2,6,1,0
840,2,41,2,1,2,3,12,3,0
840,2,69,2,2,2,3,12,3,0
840,4,26,1,1,2,3,13,1,8000
484,3,5,1,1,2,1,0,0,99999999
484,4,1,1,1,9,0,99,0,99999999
484,4,5,2,1,2,1,0,0,99999999
484,3,11,2,1,2,1,4,0,99999999
484,8,17,1,1,1,2,6,3,99999999
484,4,11,2,1,1,1,4,0,99999999
484,2,30,2,2,2,4,17,3,99999999
484,1,27,2,4,1,1,3,3,99999999
840,2,38,2,2,2,3,12,1,18000
484,2,11,2,1,9,1,3,0,99999999
484,4,7,1,1,1,1,1,0,99999999
484,2,18,2,1,2,3,12,3,99999999
484,2,23,2,1,2,2,9,3,99999999
484,2,30,2,2,2,2,9,3,99999999
484,11,70,1,3,1,1,0,1,0
484,2,62,2,2,9,1,3,3,99999999
840,2,75,2,2,2,4,13,3,0
484,3,0,1,1,2,0,99,0,99999999
484,2,32,1,1,2,2,9,2,99999999
484,1,49,2,3,2,1,3,1,3429
484,4,43,2,2,2,3,12,3,99999999
840,1,67,2,4,2,3,12,3,2300
840,1,48,1,2,2,4,13,1,437000
840,1,57,2,3,2,3,12,1,33100
484,6,17,2,1,1,2,9,3,99999999
840,1,35,2,2,2,4,13,3,38500
840,3,14,2,1,2,2,8,0,0
484,3,35,1,1,2,3,12,1,12857
484,6,2,2,1,2,0,99,0,99999999
840,5,6,2,1,2,1,0,0,0
484,1,63,2,4,2,2,6,3,99999999
484,2,70,2,2,2,4,16,3,99999999
484,3,5,1,1,2,1,0,0,99999999
484,1,49,1,3,2,2,9,1,3000
484,3,30,2,2,2,3,12,1,40000
484,9,6,2,1,1,1,0,0,99999999
840,1,42,2,2,2,4,13,2,75000
484,2,1,1,1,1,0,99,0,99999999
484,5,7,2,1,1,1,1,0,99999999
484,1,21,1,2,2,2,9,1,2571
840,3,11,2,1,2,1,5,0,0
840,1,52,1,4,2,3,13,3,7600
484,6,30,1,2,2,2,9,1,99999998
484,6,17,2,1,2,2,10,3,99999999
484,4,22,1,1,9,2,9,1,6429
840,1,37,2,1,2,4,13,1,140000
484,1,65,2,4,1,1,0,3,99999999
840,1,77,1,2,2,3,13,3,0
484,5,25,2,2,1,1,3,3,99999999
484,4,6,2,1,2,1,0,0,99999999
484,2,63,2,2,1,3,12,3,99999999
484,1,50,1,2,2,4,16,1,6429
484,4,13,1,1,1,2,6,3,99999999
484,4,9,1,1,2,1,3,0,99999999
484,4,18,1,1,2,3,13,3,99999999
484,2,16,2,1,1,2,9,3,99999999
484,4,16,2,1,2,2,10,3,99999999
484,2,12,1,1,2,1,5,3,99999999
484,5,14,2,1,2,2,8,3,99999999
484,4,47,2,2,2,4,16,1,8000
484,2,0,1,1,1,0,99,0,99999999
484,1,42,1,2,1,2,9,1,99999998
484,3,22,1,1,9,2,9,1,0
484,2,4,2,1,2,1,0,0,99999999
484,1,65,2,4,2,1,2,3,99999999
484,2,30,1,1,2,3,14,3,99999999
484,1,56,1,2,1,2,6,1,0
484,3,44,1,1,2,1,3,1,4286
484,2,62,2,2,2,2,6,3,99999999
484,5,39,1,1,2,3,14,1,1714
484,1,60,1,2,2,3,15,3,99999999
484,1,50,1,2,2,3,12,1,2800
484,1,54,1,2,2,3,14,1,7200
484,2,6,1,1,1,1,0,0,99999999
484,2,1,2,1,2,0,99,0,99999999
484,2,35,1,2,2,4,16,1,6000
484,2,57,2,2,2,2,9,3,99999999
484,2,6,1,1,2,1,0,0,99999999
840,5,5,1,1,2,1,0,0,0
840,1,73,1,2,2,4,13,3,0
484,2,16,2,1,1,2,10,3,99999999
484,9,27,1,1,2,2,8,1,0
840,1,52,1,2,2,2,8,1,42000
484,1,47,1,2,1,2,6,1,0
840,1,69,1,2,2,3,12,3,0
840,1,64,1,3,2,3,12,1,75000
484,5,23,1,1,2,2,9,3,99999999
484,1,23,2,1,1,3,12,3,99999999
840,3,2,2,1,2,0,99,0,0
484,5,16,1,1,1,2,9,1,5143
484,2,1,1,1,1,0,99,0,99999999
484,4,41,2,2,2,4,16,1,99999998
840,2,17,1,1,2,2,11,3,0
484,1,54,1,2,1,1,4,1,3086
840,3,8,1,1,2,1,0,0,0
484,3,11,1,1,1,1,5,0,99999999
484,1,26,1,2,2,2,6,1,99999998
484,2,31,2,2,2,3,12,3,99999999
484,4,38,2,2,1,4,17,1,4000
484,3,18,2,1,1,3,12,3,99999999
840,1,82,2,2,2,3,13,3,0
484,2,34,2,2,2,2,9,3,99999999
484,2,1,2,1,2,0,99,0,99999999
484,1,74,1,9,1,1,0,3,99999999
484,5,13,2,1,2,2,6,3,99999999
484,4,35,2,2,1,2,9,3,99999999
484,2,50,2,2,1,1,0,3,99999999
484,9,29,1,1,1,2,9,1,2571
840,3,6,1,1,2,1,0,0,0
484,4,19,2,1,2,2,11,1,0
484,2,11,1,1,2,1,5,0,99999999
484,3,74,2,2,2,1,3,1,857
484,3,28,1,1,2,4,16,1,20000
484,3,14,1,1,2,1,5,3,99999999
484,6,20,2,1,1,9,98,3,99999999
484,4,6,2,1,2,1,0,0,99999999
484,2,1,1,1,1,0,99,0,99999999
840,5,16,1,1,2,2,10,3,900
484,4,31,1,2,1,1,3,1,1286
484,1,42,1,2,2,2,6,1,99999998
484,3,17,2,1,2,2,11,3,99999999
484,2,13,1,1,2,2,6,3,99999999
484,2,15,2,1,2,2,8,3,99999999
484,3,15,2,1,2,2,8,1,643
484,3,27,2,2,2,9,98,3,99999999
840,2,46,2,2,2,3,12,2,15300
484,3,19,1,1,2,3,12,3,99999999
484,3,13,1,1,1,2,7,3,99999999
484,1,75,2,3,2,3,15,3,99999999
484,3,18,2,1,2,2,9,3,99999999
840,2,36,2,2,2,3,13,1,60000
484,4,41,2,2,2,3,13,1,9000
484,2,16,1,1,2,2,10,3,99999999
484,3,8,2,1,2,1,2,0,99999999
484,3,8,2,1,1,1,2,0,99999999
840,1,54,1,2,2,3,12,1,65000
484,5,25,1,1,2,2,9,1,6429
484,2,76,2,2,1,1,2,3,99999999
484,4,9,1,1,2,1,3,0,99999999
484,3,13,2,1,2,2,7,3,99999999
484,7,13,2,1,1,1,4,3,99999999
484,1,57,1,2,2,2,9,1,6400
484,2,20,1,1,2,3,15,3,99999999
484,1,52,1,2,1,2,6,3,99999999
484,5,14,2,1,2,2,7,3,99999999
484,1,63,2,3,1,1,0,3,99999999
484,2,15,2,1,2,2,9,3,99999999
840,1,34,1,2,2,4,13,1,86000
484,2,71,2,2,2,1,3,3,99999999
484,3,11,2,1,2,1,5,0,99999999
484,1,59,1,2,2,4,17,3,99999999
484,3,15,1,1,2,2,10,3,99999999
484,3,4,1,1,2,1,0,0,99999999
484,6,17,2,1,2,2,11,3,99999999
840,1,64,1,2,2,4,13,3,0
484,3,43,2,2,2,2,6,3,99999999
484,1,37,1,2,2,3,13,1,25714
840,1,90,2,4,2,4,13,3,0
484,2,3,1,1,2,1,0,0,99999999
484,1,48,1,2,2,2,9,1,5571
484,1,51,1,2,2,4,18,1,8571
484,3,9,2,1,1,1,3,0,99999999
840,1,36,1,2,2,4,13,1,108000
484,6,15,1,1,2,2,8,1,5143
484,3,1,2,1,2,0,99,0,99999999
484,2,17,1,1,1,2,10,3,99999999
484,1,44,1,2,2,2,9,1,25000
484,8,42,1,2,1,1,3,1,200
484,2,15,1,1,2,2,9,3,99999999
484,6,3,1,1,1,1,0,0,99999999
484,1,71,1,4,2,1,0,1,3000
484,3,31,2,2,9,3,12,3,99999999
840,2,68,2,2,2,3,12,3,0
840,1,35,1,2,2,4,13,1,102000
484,1,60,1,2,2,3,12,1,3857
484,2,25,2,2,2,4,17,1,2800
840,3,14,1,1,2,2,8,0,0
484,2,23,1,1,2,1,0,3,99999999
484,1,46,1,2,2,2,9,1,8571
484,1,50,1,2,1,1,2,1,0
484,2,17,2,2,2,2,9,3,99999999
484,1,80,1,2,2,1,4,3,99999999
840,2,87,2,2,2,3,12,3,0
840,2,70,2,2,2,4,13,3,0
840,2,62,2,2,2,4,13,3,35000
840,5,23,1,1,2,3,12,1,9000
484,4,48,2,2,1,2,6,3,99999999
484,2,40,2,2,2,4,17,3,99999999
484,3,20,2,1,2,3,13,3,99999999
484,1,25,2,1,2,4,16,1,10000
484,2,35,1,1,2,2,9,1,3857
840,1,60,2,2,2,3,12,3,0
484,1,74,2,4,2,2,9,3,99999999
484,1,53,1,2,1,2,6,1,99999998
484,5,32,2,2,2,1,5,1,4286
484,2,13,1,1,1,1,3,3,99999999
840,1,60,1,1,2,3,12,1,26400
484,4,31,1,1,2,2,6,1,1714
484,7,14,1,1,1,1,4,1,1286
484,4,44,2,2,2,4,18,1,30000
484,1,70,1,2,2,1,0,3,99999999
484,2,16,2,1,2,2,9,3,99999999
840,2,18,1,1,2,3,12,1,10000
484,3,25,1,1,2,1,0,1,0
484,6,32,2,2,1,1,4,3,99999999
484,5,55,2,2,2,1,2,3,99999999
484,2,80,2,2,2,1,0,3,99999999
840,1,36,1,2,2,4,13,1,78000
484,1,27,1,1,1,3,12,1,7000
484,6,50,2,2,2,2,7,1,99999998
484,2,46,1,2,1,1,0,2,99999999
484,1,80,1,4,1,1,0,1,2571
484,3,11,2,1,1,1,5,0,99999999
484,1,50,2,4,1,1,0,3,99999999
840,3,19,1,1,2,3,12,3,0
484,2,4,1,1,2,1,0,0,99999999
484,4,49,2,2,2,4,16,1,99999998
484,1,63,1,2,2,1,4,1,0
484,2,4,1,1,2,1,0,0,99999999
484,2,18,2,1,2,2,10,3,99999999
484,1,55,1,2,2,3,12,1,8571
840,1,42,1,2,2,4,13,1,50000
484,9,24,1,3,2,2,6,1,2143
484,1,44,1,2,2,1,0,1,3857
484,3,30,1,1,2,2,9,1,0
484,8,18,1,1,1,2,9,1,5143
840,1,54,2,4,2,3,13,1,36000
484,1,69,1,2,2,3,12,1,5143
840,1,19,1,1,2,3,12,3,0
840,1,68,2,1,2,4,13,3,0
484,3,68,2,2,2,1,4,3,99999999
484,2,52,2,2,2,2,6,3,99999999
484,5,18,1,1,2,2,8,1,3857
484,4,4,1,1,2,1,0,0,99999999
484,5,25,2,3,2,3,12,1,5000
484,10,0,1,1,1,0,99,0,99999999
484,2,7,1,1,1,1,0,0,99999999
484,1,41,1,2,2,3,12,1,4286
840,1,51,2,2,2,4,13,1,85000
484,1,47,1,2,2,2,6,3,99999999
840,2,7,2,1,2,1,2,0,0
484,3,11,2,1,2,1,5,0,99999999
484,4,18,1,1,1,2,6,1,1714
484,4,6,2,1,2,1,0,0,99999999
484,1,50,1,2,2,1,3,1,857
484,1,34,1,2,1,2,9,1,99999998
484,3,16,1,1,1,2,10,3,99999999
484,3,53,2,2,2,2,6,3,99999999
484,2,18,1,1,2,2,9,1,1714
484,4,30,2,2,2,3,12,3,99999999
484,4,6,2,1,2,1,0,0,99999999
840,5,2,1,1,2,0,99,0,0
484,2,1,2,1,2,0,99,0,99999999
484,1,52,1,2,1,2,6,1,4286
840,4,7,1,1,2,1,2,0,0
484,3,11,2,1,2,1,5,0,99999999
484,3,39,1,3,2,2,9,1,7600
484,3,18,1,1,1,2,11,3,99999999
484,1,30,1,2,1,3,12,1,8571
484,4,6,1,1,2,1,0,0,99999999
484,2,23,2,1,1,2,9,3,99999999
484,1,54,2,2,2,1,1,1,3000
484,3,1,1,1,2,0,99,0,99999999
484,1,53,1,3,2,4,17,1,8571
484,3,2,2,1,9,0,99,0,99999999
484,3,15,1,1,1,2,8,3,99999999
484,5,10,2,1,2,1,4,0,99999999
484,2,74,2,9,2,2,6,1,4286
840,1,55,2,1,2,3,12,1,31200
484,1,54,2,3,1,2,6,1,986
484,9,0,2,1,2,0,99,0,99999999
484,1,56,2,3,2,3,12,1,99999998
484,4,11,2,1,2,1,5,0,99999999
484,2,14,2,2,2,2,8,3,99999999
484,5,35,1,2,2,2,6,1,99999998
484,1,58,1,2,2,3,12,1,12000
484,2,3,1,1,2,1,0,0,99999999
484,3,33,2,2,2,1,4,3,99999999
484,2,15,2,1,1,2,8,3,99999999
840,2,80,2,4,2,3,12,3,0
484,2,13,1,1,2,2,6,3,99999999
840,1,35,1,1,2,3,12,3,0
840,2,73,2,2,2,3,12,3,0
484,8,30,1,2,2,2,9,1,3000
484,1,44,1,2,1,2,9,1,2143
484,1,39,1,2,1,1,2,1,3429
484,4,6,2,1,2,1,0,0,99999999
484,6,28,1,1,2,2,6,1,0
484,1,28,1,2,2,1,0,1,2400
840,1,54,1,2,2,3,12,1,30000
484,2,18,1,1,2,2,11,3,99999999
840,2,39,1,3,1,3,12,1,60000
840,3,10,2,1,2,1,4,0,0
484,6,16,2,1,1,2,9,3,99999999
840,1,66,2,1,2,4,13,3,0
840,2,57,2,2,2,3,13,3,0
840,3,3,1,1,2,1,0,0,0
484,3,2,1,1,2,0,99,0,99999999
484,5,15,2,1,2,2,8,3,99999999
484,3,75,2,2,1,1,1,3,99999999
840,2,51,1,2,2,3,12,1,70000
484,4,3,2,1,2,1,0,0,99999999
484,2,19,1,1,2,3,13,3,99999999
484,2,10,1,1,2,1,4,0,99999999
484,3,14,1,1,2,2,8,3,99999999
484,2,49,1,2,2,3,12,3,99999999
484,5,9,1,1,2,1,4,0,99999999
840,2,86,2,2,2,3,13,3,0
484,1,43,2,2,2,2,9,1,3643
484,6,25,2,1,2,2,6,1,1714
484,1,40,1,4,2,1,0,1,3857
484,2,2,1,1,1,0,99,0,99999999
484,7,50,2,2,2,3,12,1,10000
484,2,3,2,1,2,1,0,0,99999999
