COUNTRY,PERNUM,AGE,SEX,MARST,INDIG,EDATTAIN,YRSCHOOL,EMPSTAT,INCEARN
484,2,14,2,1,2,2,8,3,99999999
484,1,41,1,2,1,4,17,1,5143
484,1,64,1,2,1,1,2,1,0
484,8,51,1,2,2,2,9,1,10714
840,1,76,1,1,2,3,13,1,16000
484,3,51,2,2,2,2,9,3,99999999
484,1,73,2,2,2,1,1,3,99999999
484,1,66,2,1,2,4,17,1,16000
840,1,78,2,3,2,3,12,3,0
484,3,50,2,1,1,2,6,3,99999999
840,1,22,1,2,2,3,12,1,14000
484,2,65,2,2,2,1,5,1,2571
484,4,27,1,1,1,3,12,1,1000
840,1,53,2,2,2,3,12,1,31000
484,6,11,2,1,2,1,4,0,99999999
484,6,24,1,1,1,3,12,3,99999999
484,2,5,1,1,1,1,0,0,99999999
840,1,61,2,2,2,3,12,1,40000
484,2,8,2,1,2,1,2,0,99999999
484,3,11,1,1,2,1,5,0,99999999
484,3,5,2,1,2,1,0,0,99999999
840,3,33,1,1,2,3,12,1,30000
484,4,21,1,1,1,2,9,3,99999999
840,2,66,2,2,2,4,13,1,15400
484,2,1,2,1,2,0,99,0,99999999
484,9,44,1,2,1,2,6,1,2143
484,4,18,2,1,1,2,11,3,99999999
484,3,20,2,2,2,2,9,3,99999999
484,2,0,2,1,2,0,99,0,99999999
484,4,6,2,1,1,1,1,0,99999999
484,5,38,2,2,2,3,12,3,99999999
840,4,4,2,1,2,1,0,0,0
840,1,79,2,4,2,3,12,3,0
484,2,7,2,1,2,1,1,0,99999999
484,1,59,1,2,2,1,0,3,99999999
840,4,22,2,1,2,3,12,1,4400
484,2,68,2,2,1,1,0,3,99999999
484,4,38,1,2,2,4,17,1,25000
484,1,38,1,2,2,4,18,1,8571
484,7,18,1,1,2,2,9,1,3857
484,5,3,1,1,2,1,0,0,99999999
484,2,20,2,2,2,2,10,3,99999999
484,1,26,1,2,2,3,12,1,5571
484,1,36,1,2,1,2,9,1,99999998
484,1,69,1,2,2,2,6,3,99999999
484,4,5,1,1,9,1,0,0,99999999
484,8,18,2,1,1,2,11,3,99999999
484,2,3,1,1,2,9,98,0,99999999
484,4,12,1,1,2,1,5,3,99999999
484,3,20,1,1,2,3,13,1,3000
840,3,16,2,1,2,2,8,3,0
484,2,23,2,2,2,3,15,1,10000
484,4,11,1,1,2,2,6,0,99999999
484,1,27,1,2,1,2,9,1,3429
484,3,5,1,1,1,1,0,0,99999999
484,1,75,2,4,2,3,14,3,99999999
484,8,13,2,1,1,2,7,3,99999999
484,1,46,1,1,1,4,17,1,4000
484,2,5,1,1,2,1,0,0,99999999
840,1,64,2,1,2,3,12,1,11000
484,1,36,1,2,2,1,3,3,99999999
840,3,20,2,1,2,3,12,3,0
484,1,30,1,2,9,2,9,1,2571
484,1,30,1,2,2,1,0,1,1714
840,2,56,2,2,2,3,12,1,72000
484,5,0,2,1,9,0,99,0,99999999
484,2,24,1,1,2,3,14,1,99999998
484,4,34,2,2,2,3,12,3,99999999
484,4,41,2,2,2,2,6,3,99999999
484,1,43,1,2,2,2,9,1,5500
484,3,28,1,1,2,2,6,1,857
484,3,9,2,1,1,1,2,0,99999999
840,5,10,1,1,2,1,4,0,0
484,1,26,1,2,1,3,12,1,5571
484,1,34,1,2,2,3,15,1,5571
840,1,52,1,3,2,3,12,1,47000
840,1,85,1,4,2,3,12,3,0
484,2,40,1,1,2,2,9,1,4714
484,1,33,1,2,1,2,6,1,1800
484,1,42,1,1,2,2,7,1,10714
484,2,46,2,2,2,2,6,1,1929
484,5,22,1,1,2,3,12,1,3857
840,1,67,2,4,1,4,13,3,0
840,2,51,2,2,2,3,12,3,0
484,1,44,1,2,2,4,18,1,10000
484,5,7,2,1,2,1,1,0,99999999
484,5,30,2,2,1,2,9,1,5600
484,4,18,1,1,2,2,9,3,99999999
484,2,48,2,2,2,2,6,3,99999999
484,4,48,1,2,2,2,9,1,6000
484,3,74,2,2,1,1,0,3,99999999
840,3,8,1,1,2,1,2,0,0
484,3,12,2,1,2,2,6,3,99999999
840,2,41,2,2,2,4,13,1,80000
484,2,46,2,2,1,1,0,3,99999999
840,3,48,1,2,2,3,12,1,38000
484,2,15,2,1,2,2,9,3,99999999
484,3,4,2,1,2,1,0,0,99999999
484,3,8,2,1,2,1,2,0,99999999
484,4,0,1,1,1,0,99,0,99999999
484,7,3,1,1,1,1,0,0,99999999
840,2,56,2,2,2,3,12,1,67000
484,5,10,1,1,1,1,4,0,99999999
484,3,47,2,2,1,3,12,1,2000
840,2,37,1,2,2,2,6,1,35000
484,3,12,1,1,2,2,6,3,99999999
484,2,17,1,1,2,2,9,3,99999999
484,4,10,1,1,1,1,4,0,99999999
484,2,10,2,1,2,1,4,0,99999999
484,5,12,2,1,2,2,6,3,99999999
840,1,61,2,3,2,3,13,3,0
484,2,37,2,2,9,2,9,3,99999999
484,4,7,1,1,1,1,2,0,99999999
840,2,12,1,1,2,2,6,0,0
484,3,58,2,2,2,2,9,3,99999999
484,3,21,2,1,2,3,12,3,99999999
484,2,9,2,1,2,1,2,0,99999999
484,2,6,2,1,2,1,0,0,99999999
484,2,10,1,1,1,1,4,0,99999999
484,5,17,2,1,1,2,10,3,99999999
484,7,15,2,1,1,2,9,3,99999999
484,2,58,1,2,2,3,15,3,99999999
484,6,17,1,1,2,2,9,1,3857
840,1,94,2,4,2,4,13,3,0
484,1,40,1,2,1,2,6,3,99999999
484,3,14,1,1,1,2,8,3,99999999
484,3,3,2,1,2,1,0,0,99999999
484,1,66,1,2,1,2,6,1,4286
840,1,41,2,1,2,3,12,1,18000
484,4,13,2,1,1,2,6,3,99999999
484,3,18,2,1,9,3,13,3,99999999
840,1,85,2,4,2,3,12,3,160
484,2,1,1,1,1,0,99,0,99999999
840,1,54,1,2,2,3,12,1,86000
484,1,60,2,4,2,4,17,3,99999999
840,1,51,1,1,2,4,13,3,0
840,1,58,2,2,2,3,13,3,0
484,5,31,1,1,2,4,16,1,3200
840,1,32,2,1,2,4,13,1,89000
484,5,43,2,2,2,4,16,1,8571
840,1,53,1,2,2,3,12,1,32000
484,1,75,1,2,1,2,6,1,400
484,2,3,2,1,1,1,0,0,99999999
484,6,21,2,2,1,3,12,3,99999999
484,2,21,2,1,1,2,9,1,2571
484,4,30,2,2,2,2,6,3,99999999
484,6,13,1,1,2,2,7,1,1071
840,5,7,2,1,2,1,2,0,0
484,11,35,2,1,2,3,16,1,3857
484,5,3,1,1,2,1,0,0,99999999
484,2,0,2,1,1,0,99,0,99999999
484,2,0,2,1,2,0,99,0,99999999
484,2,9,1,1,1,1,3,0,99999999
484,1,65,1,4,1,1,4,1,0
484,2,10,2,1,2,1,5,0,99999999
840,3,21,2,1,2,3,13,1,4000
484,2,22,2,1,2,2,9,3,99999999
484,3,47,2,4,2,1,3,1,3429
484,1,47,1,2,2,3,16,1,24000
484,4,52,2,2,2,2,9,3,99999999
840,1,58,2,2,2,4,13,3,0
840,1,44,1,2,2,3,12,1,75000
484,1,60,2,3,1,1,0,1,1286
484,8,28,1,2,1,2,6,1,2000
840,1,39,1,2,2,3,12,1,108000
484,10,50,1,2,2,4,17,1,2143
840,3,8,2,1,2,1,2,0,0
484,5,61,2,2,2,1,2,1,4286
840,1,61,1,3,2,3,12,3,0
484,1,71,2,3,2,1,2,3,99999999
484,1,33,1,1,2,4,17,1,3000
484,3,12,2,1,2,2,6,3,99999999
484,3,3,1,1,2,1,0,0,99999999
484,4,30,2,3,2,2,9,1,2057
484,4,10,2,1,2,1,3,0,99999999
484,2,22,2,1,2,3,16,3,99999999
484,1,32,1,2,2,4,17,1,10000
484,8,17,2,1,2,2,9,3,99999999
484,1,57,1,2,2,4,16,1,4286
840,3,8,1,1,2,1,0,0,0
840,2,76,2,4,2,3,13,3,0
484,4,9,2,1,2,1,3,0,99999999
484,2,1,1,1,1,0,99,0,99999999
484,4,38,2,2,2,2,6,1,1286
484,4,27,2,2,2,2,9,3,99999999
484,1,51,1,2,2,3,12,1,99999998
484,6,30,1,2,1,2,9,3,99999999
484,1,36,1,2,2,2,9,1,3429
484,5,31,2,2,2,3,14,1,6000
484,1,83,2,4,1,1,0,3,99999999
484,4,8,1,1,2,1,2,0,99999999
484,2,52,2,2,2,2,9,3,99999999
484,1,37,1,2,1,1,0,3,99999999
840,2,81,1,2,2,2,7,3,0
484,2,14,2,1,2,2,8,3,99999999
840,4,15,2,1,2,2,8,0,0
484,4,34,2,2,2,2,10,1,0
484,2,30,2,2,2,3,12,1,3429
840,6,11,1,1,1,1,4,0,0
484,6,28,2,2,2,2,9,3,99999999
484,6,7,1,1,1,1,1,0,99999999
484,3,1,1,1,2,0,99,0,99999999
484,3,26,1,1,2,1,3,2,99999999
840,1,41,1,2,2,3,13,3,28000
484,5,14,1,1,2,2,8,3,99999999
484,1,54,2,3,1,1,0,3,99999999
840,1,68,2,1,1,3,13,3,0
840,2,48,2,2,2,2,8,3,0
484,2,11,1,1,2,1,4,0,99999999
484,3,4,2,1,2,9,98,0,99999999
484,1,38,1,2,1,1,3,1,99999998
484,4,48,2,2,2,1,3,3,99999999
484,1,24,1,2,2,3,14,1,5143
484,4,13,2,1,2,2,6,3,99999999
840,2,54,2,2,2,3,12,1,20000
484,7,27,1,2,2,3,12,1,99999998
484,1,33,1,2,1,4,17,1,15000
484,2,15,2,1,2,2,9,3,99999999
484,3,30,2,2,1,2,9,3,99999999
484,1,35,1,2,2,2,9,1,6000
484,2,28,2,1,2,3,13,3,99999999
484,6,3,2,1,2,1,0,0,99999999
484,2,22,2,1,2,3,12,2,99999999
484,4,7,2,1,1,1,2,0,99999999
484,4,23,2,2,2,2,9,3,99999999
484,4,29,1,2,2,2,9,1,3857
840,5,8,2,1,2,1,1,0,0
484,3,11,2,1,1,1,4,0,99999999
484,4,9,2,1,2,1,4,0,99999999
484,1,40,1,2,2,4,16,1,99999998
484,6,48,1,3,2,2,6,1,5571
484,1,50,1,2,1,2,6,1,2571
840,1,25,2,2,2,4,13,1,40000
484,1,57,1,2,2,2,6,1,3000
484,11,3,2,1,1,1,0,0,99999999
484,1,77,1,2,1,1,2,3,99999999
484,3,44,2,2,2,3,12,3,99999999
840,2,41,1,2,2,3,12,1,61200
484,4,57,1,2,2,3,12,1,2000
484,6,12,1,1,2,1,5,3,99999999
484,4,40,2,2,1,1,3,3,99999999
484,4,70,1,2,2,2,9,1,1714
484,1,52,2,4,2,1,0,1,857
484,1,51,1,2,2,2,6,3,99999999
484,1,59,2,1,1,3,12,3,99999999
840,1,37,1,2,2,4,13,1,392000
840,2,52,1,2,2,3,13,1,70000
484,2,7,1,1,2,1,1,0,99999999
840,1,44,2,2,2,4,13,1,75000
484,2,53,2,2,1,2,9,3,99999999
484,2,11,2,1,2,1,5,0,99999999
484,1,45,1,2,2,1,3,1,0
484,2,26,2,2,2,3,12,3,99999999
484,6,27,1,2,1,2,9,1,2143
484,2,54,2,2,1,1,2,3,99999999
840,2,43,2,2,2,4,13,1,25000
484,7,37,1,1,2,2,6,1,4286
840,3,23,1,1,2,3,13,1,19000
484,4,7,1,1,1,1,1,0,99999999
840,1,70,2,3,2,3,13,3,0
484,1,82,1,2,2,1,0,3,99999999
484,1,41,1,2,1,2,9,1,900
484,2,43,2,2,2,1,1,3,99999999
484,1,87,2,4,1,1,5,3,99999999
484,5,3,1,1,2,1,0,0,99999999
484,1,36,1,2,1,1,0,2,99999999
840,3,28,1,1,2,3,13,1,43000
484,3,14,2,1,1,2,8,3,99999999
484,10,31,1,2,2,3,12,1,12857
484,5,15,2,1,1,2,6,1,2571
840,2,36,1,2,2,3,12,1,20000
484,4,30,2,2,1,3,12,1,857
484,5,26,1,1,2,3,12,1,4286
484,1,53,2,4,2,1,3,3,99999999
484,3,45,2,2,2,1,3,3,99999999
840,4,11,2,1,2,1,4,0,0
484,4,28,2,2,2,2,9,3,99999999
484,11,23,1,2,1,3,12,1,3000
484,1,45,1,2,2,2,9,1,10714
840,1,67,1,3,2,4,13,3,0
484,3,48,2,2,2,2,9,3,99999999
484,1,36,1,2,1,2,9,1,4286
840,3,8,1,1,2,1,1,0,0
484,1,56,2,1,2,1,1,3,99999999
484,4,7,2,1,1,1,1,0,99999999
484,2,44,2,1,1,1,0,1,514
484,3,31,1,1,2,2,11,1,6429
484,1,72,2,4,2,2,6,3,99999999
484,6,6,1,1,2,1,0,0,99999999
484,1,45,2,3,2,3,12,1,3000
484,3,7,1,1,1,1,1,0,99999999
840,2,52,2,1,2,4,13,1,30000
840,2,39,2,2,2,4,13,1,60000
484,3,25,1,1,1,3,12,1,2143
484,2,12,2,1,2,2,6,3,99999999
840,5,5,2,1,2,1,0,0,0
484,3,12,1,1,2,2,6,3,99999999
484,3,67,2,4,2,1,2,3,99999999
484,2,68,2,4,1,1,0,3,99999999
484,5,1,2,1,2,0,99,0,99999999
484,5,0,2,1,2,0,99,0,99999999
484,3,18,1,1,2,2,10,1,3857
484,2,21,2,2,1,2,9,3,99999999
484,2,9,2,1,2,1,3,0,99999999
840,3,7,2,1,2,1,1,0,0
840,1,69,1,2,2,3,12,3,0
484,4,73,2,2,2,1,0,3,99999999
484,1,32,2,2,2,2,9,1,99999998
484,5,66,1,1,2,2,6,1,9000
484,3,13,1,1,2,2,6,3,99999999
484,2,16,1,1,1,2,9,3,99999999
840,1,91,2,4,2,3,13,3,0
484,2,13,2,1,2,2,6,3,99999999
484,3,31,2,3,1,2,11,3,99999999
484,2,75,2,2,2,2,9,3,99999999
484,1,36,1,2,2,2,9,1,2571
484,6,4,2,1,2,1,0,0,99999999
484,1,45,1,2,2,2,10,2,99999999
484,1,47,1,2,1,2,9,1,4071
840,1,38,2,3,2,2,9,1,35000
484,5,44,2,2,2,3,14,1,6000
484,4,8,1,1,2,1,2,0,99999999
840,3,9,2,1,2,1,2,0,0
484,3,28,2,1,1,2,11,1,3000
484,1,60,1,3,2,2,6,2,99999999
484,3,14,2,1,2,2,9,3,99999999
484,1,38,1,2,2,2,6,1,3429
484,3,32,2,3,2,2,9,1,6000
484,5,12,2,1,1,1,5,3,99999999
484,1,40,2,2,2,4,17,1,8000
840,1,50,2,3,2,3,12,2,60000
484,3,32,1,1,1,2,9,1,2057
484,2,10,2,1,2,1,5,0,99999999
484,3,30,2,2,2,3,12,3,99999999
840,1,73,2,3,2,1,4,3,0
484,2,23,2,1,2,3,12,3,99999999
484,1,25,2,2,1,3,13,1,7000
484,1,37,1,2,2,1,5,3,99999999
484,5,35,1,2,1,3,12,1,3000
484,3,52,2,2,2,1,3,3,99999999
840,1,32,2,1,2,4,13,1,65000
484,11,5,1,1,1,1,0,0,99999999
484,1,42,1,2,2,2,8,1,4000
484,4,3,1,1,2,1,0,0,99999999
840,6,4,1,1,2,1,0,0,0
484,4,23,2,1,2,2,9,1,3857
484,1,32,1,2,2,1,4,1,3000
484,3,3,1,1,2,1,0,0,99999999
484,1,32,1,2,2,2,6,1,6000
484,7,23,1,2,2,3,12,1,4286
484,5,10,2,1,2,1,4,0,99999999
484,1,75,2,4,2,2,6,3,99999999
840,5,33,2,2,2,4,13,3,0
484,5,14,2,1,1,2,6,3,99999999
484,3,40,2,2,2,4,17,1,8000
484,5,3,2,1,1,1,0,0,99999999
840,2,32,1,2,2,3,12,1,115000
484,1,70,1,4,1,1,0,1,2143
484,5,24,2,1,2,3,12,1,2000
840,3,0,2,1,2,0,99,0,0
484,1,30,1,2,2,1,5,1,4286
484,3,41,2,2,2,2,11,3,99999999
484,2,51,2,2,2,2,9,3,99999999
484,4,30,1,1,2,2,6,1,99999998
840,1,42,1,2,2,4,13,1,45000
484,3,28,1,1,2,3,12,1,7000
484,2,56,2,2,2,3,15,3,99999999
840,3,9,1,1,2,1,2,0,0
840,1,39,2,3,2,3,13,1,18500
840,2,50,2,1,2,2,11,3,0
484,1,44,1,2,2,3,16,1,10000
840,4,42,1,1,2,1,0,1,28000
484,1,64,1,2,2,2,9,3,99999999
484,1,32,1,2,2,2,9,1,7000
840,6,15,1,1,2,2,6,0,0
484,3,16,1,1,1,2,9,3,99999999
484,2,10,1,1,1,1,4,0,99999999
484,2,7,2,1,2,1,1,0,99999999
484,4,22,1,1,2,3,12,1,1286
840,3,27,1,1,2,3,13,3,4500
484,3,32,1,1,1,3,12,3,99999999
484,3,8,1,1,1,1,1,0,99999999
484,1,47,1,2,1,2,9,1,3429
484,5,17,2,2,2,2,9,3,99999999
840,2,61,2,2,2,3,12,1,25000
484,3,47,2,2,2,1,1,3,99999999
484,2,40,1,2,2,2,9,1,857
484,2,11,1,1,2,1,5,0,99999999
484,4,51,2,2,2,1,3,3,99999999
840,2,35,2,2,2,4,13,1,50000
484,3,7,2,1,9,1,1,0,99999999
840,1,71,2,2,2,3,12,1,4000
484,3,3,1,1,2,1,0,0,99999999
484,3,56,2,2,1,1,3,3,99999999
484,4,7,2,1,2,1,1,0,99999999
484,4,34,2,2,2,2,9,3,99999999
840,1,27,2,1,2,4,13,1,35000
840,2,47,2,2,2,3,13,1,35600
484,4,66,2,2,2,1,1,3,99999999
484,3,13,1,1,2,2,7,3,99999999
484,6,27,1,2,2,3,12,1,10000
484,1,56,1,2,1,2,9,3,99999999
484,2,3,2,1,2,1,0,0,99999999
484,2,78,2,2,1,1,2,1,99999998
484,3,58,1,2,1,2,9,1,99999998
840,1,33,2,2,2,4,13,3,0
484,2,0,1,1,2,0,99,0,99999999
484,1,34,1,2,2,2,6,1,2143
484,2,10,2,1,2,1,3,0,99999999
484,2,18,2,1,2,2,11,3,99999999
484,3,22,2,1,2,2,6,3,99999999
484,1,76,2,4,2,1,0,3,99999999
484,1,42,2,1,1,2,9,1,5143
484,2,7,1,1,2,1,0,0,99999999
840,1,52,1,2,2,3,12,1,27600
840,1,67,2,2,2,4,13,1,30000
484,13,18,1,1,2,1,2,1,857
840,7,0,2,1,2,0,99,0,0
484,1,54,1,2,2,3,12,1,5143
840,2,33,1,2,2,4,13,1,116000
840,1,93,2,4,2,1,0,3,0
840,2,37,2,2,2,3,13,3,0
484,5,13,2,1,1,2,7,3,99999999
484,2,23,1,1,2,3,12,3,99999999
840,5,10,2,1,2,1,5,0,0
484,2,2,2,1,2,0,99,0,99999999
484,3,29,2,2,2,2,11,1,2143
840,1,28,1,1,2,4,13,1,45000
484,5,32,1,2,2,3,12,1,5571
840,7,11,1,1,2,1,5,0,0
484,2,39,2,2,1,2,6,3,99999999
484,3,23,2,2,2,3,12,3,99999999
840,1,45,1,2,2,3,12,1,79000
484,3,32,2,2,1,3,15,1,6000
484,7,14,1,1,2,2,8,3,99999999
484,3,12,2,1,2,2,7,3,99999999
484,6,23,1,1,1,2,9,1,99999998
484,5,24,1,3,1,2,6,1,5143
484,3,20,1,1,2,2,9,1,3429
484,3,64,2,2,2,1,3,3,99999999
484,1,54,1,2,2,1,3,1,5143
484,1,41,1,2,2,2,6,1,4286
484,6,3,1,1,1,1,0,0,99999999
484,2,3,1,1,2,1,0,0,99999999
484,1,46,1,2,2,1,4,1,3429
484,4,35,2,2,1,2,6,3,99999999
484,3,52,2,2,9,1,3,3,99999999
840,1,26,2,1,2,3,12,1,8700
484,7,15,1,1,2,2,8,1,99999998
484,3,9,1,1,1,1,2,0,99999999
840,1,62,2,2,2,4,13,1,20000
484,1,66,1,4,1,1,0,1,1071
484,6,28,2,3,2,4,16,1,9000
484,1,32,2,2,1,2,6,3,99999999
484,3,56,2,2,2,1,0,3,99999999
484,16,37,1,2,2,2,11,2,99999999
484,2,19,2,2,1,2,11,3,99999999
484,5,25,2,1,2,3,12,1,5000
484,1,72,2,4,2,1,0,3,99999999
484,6,1,2,1,2,0,99,0,99999999
484,3,6,2,1,1,1,1,0,99999999
484,3,32,2,2,2,2,6,3,99999999
484,2,0,2,1,2,0,99,0,99999999
484,9,24,1,1,2,3,12,1,3429
484,7,5,2,1,1,1,0,0,99999999
484,1,27,1,2,2,2,6,1,17143
484,6,10,1,1,2,1,4,0,99999999
484,3,31,2,1,1,1,0,3,99999999
484,2,1,1,1,2,0,99,0,99999999
840,2,68,1,2,2,4,13,3,0
484,1,28,1,2,2,2,9,3,99999999
484,1,73,2,4,2,2,9,3,99999999
484,2,15,1,1,2,2,9,3,99999999
484,11,45,1,2,2,4,16,1,3000
484,1,75,2,3,1,2,6,1,429
840,4,5,1,1,2,1,0,0,0
484,1,45,1,2,1,2,6,1,99999998
484,2,44,2,2,2,4,16,3,99999999
484,2,20,2,1,2,3,14,3,99999999
484,3,0,1,1,2,0,99,0,99999999
484,2,3,1,1,2,9,98,0,99999999
840,2,48,1,2,2,3,12,1,75000
484,5,22,2,3,1,3,12,1,9000
484,10,32,1,1,2,1,3,1,5000
484,2,52,2,2,1,2,6,3,99999999
484,6,1,1,1,1,0,99,0,99999999
484,5,4,1,1,2,1,0,0,99999999
484,4,24,2,1,2,2,8,3,99999999
484,2,33,2,2,2,2,9,1,4286
484,2,26,1,2,2,4,16,1,12000
484,3,18,2,1,2,2,11,3,99999999
840,3,22,1,1,2,4,13,3,0
484,3,35,1,1,1,1,3,3,99999999
484,3,12,1,1,2,2,7,3,99999999
484,2,4,2,1,2,9,98,0,99999999
484,2,11,1,1,2,1,5,0,99999999
840,1,40,1,3,2,4,13,1,25000
484,3,38,2,2,1,1,0,3,99999999
484,1,82,1,2,1,1,3,3,99999999
484,3,14,2,1,2,2,8,3,99999999
484,1,67,1,2,2,1,0,1,3000
484,2,75,2,2,1,1,3,3,99999999
484,6,4,1,1,2,1,0,0,99999999
840,1,64,2,2,2,4,13,3,21000
484,2,57,2,2,2,1,2,3,99999999
484,2,9,2,1,2,1,4,0,99999999
484,1,56,2,3,2,2,6,1,3429
484,6,8,2,1,2,1,1,0,99999999
840,1,85,2,3,2,3,12,3,0
840,2,5,2,1,2,1,0,0,0
484,4,20,2,1,1,1,3,1,214
484,5,24,2,1,2,3,12,3,99999999
484,4,10,2,1,1,1,4,0,99999999
840,2,28,1,2,2,3,13,1,12000
484,3,14,1,1,2,2,6,3,99999999
484,5,37,2,2,1,3,12,1,5000
484,6,19,2,1,2,3,12,1,3514
484,1,46,1,2,2,2,6,1,3429
484,1,61,1,2,1,2,9,1,6429
484,4,17,2,1,9,2,11,3,99999999
840,4,7,1,1,2,1,1,0,0
840,3,22,1,1,2,3,12,1,14500
484,1,38,1,2,2,3,12,1,7000
484,3,15,2,2,1,2,7,3,99999999
840,3,10,1,1,2,1,3,0,0
484,1,60,1,2,2,1,3,1,3857
484,2,58,2,2,2,2,9,3,99999999
484,3,15,2,1,2,2,8,3,99999999
484,3,45,1,2,2,2,6,1,8571
484,2,19,2,1,2,3,13,3,99999999
484,1,34,2,2,2,3,12,1,3429
484,2,11,2,1,2,1,5,0,99999999
484,2,13,1,9,9,2,7,3,99999999
484,3,24,1,1,1,2,6,1,2571
484,4,5,2,1,1,1,0,0,99999999
840,1,71,2,4,2,3,13,3,0
484,1,57,2,4,2,1,3,3,99999999
484,1,50,1,2,2,2,11,1,10000
484,4,3,2,1,2,1,0,0,99999999
484,1,23,1,2,2,2,9,2,99999999
840,2,12,2,1,2,2,6,0,0
484,1,48,2,2,2,1,0,3,99999999
840,1,49,1,1,2,2,11,3,0
484,2,11,1,1,1,1,0,0,99999999
840,3,12,2,1,2,2,6,0,0
484,1,36,1,2,2,3,12,1,4286
484,6,28,2,2,2,4,17,1,5000
484,3,48,2,2,1,1,0,3,99999999
840,1,24,2,2,2,3,12,1,4800
484,7,4,1,1,1,1,0,0,99999999
484,3,16,1,1,2,2,8,3,99999999
484,2,3,1,1,2,1,0,0,99999999
484,1,42,2,2,1,2,6,3,99999999
484,3,40,1,1,2,3,12,1,2143
484,1,27,1,2,2,2,9,1,4286
840,2,61,2,2,2,1,0,1,20000
484,5,39,2,2,1,1,3,1,99999998
484,3,40,1,1,2,1,1,1,99999998
840,1,41,1,2,2,4,13,1,48000
484,2,6,2,1,2,1,0,0,99999999
484,2,3,1,1,2,1,0,0,99999999
484,1,88,1,2,2,1,2,3,99999999
484,4,20,2,1,2,3,12,1,6800
484,5,12,2,1,2,2,6,3,99999999
484,3,49,2,1,2,2,6,1,1286
484,4,64,2,2,2,1,3,3,99999999
840,1,62,1,4,2,3,13,3,0
484,2,0,2,1,2,0,99,0,99999999
484,2,58,2,2,1,1,3,1,2571
484,1,80,2,4,2,1,0,3,99999999
484,1,30,1,2,2,2,6,1,2571
484,5,38,2,2,2,3,12,3,99999999
484,2,23,1,1,1,2,11,3,99999999
840,3,12,1,1,2,2,6,0,0
484,1,27,1,2,2,2,8,1,3214
484,1,38,1,2,2,1,5,3,99999999
484,1,35,1,2,1,1,3,1,2143
484,6,20,2,1,2,2,9,3,99999999
840,2,30,2,2,2,4,13,1,75000
484,2,9,1,1,2,1,2,0,99999999
484,6,22,1,2,1,3,12,1,6429
484,1,43,1,2,2,2,9,1,6000
484,4,40,2,2,2,2,9,1,2571
484,2,72,2,2,1,2,6,3,99999999
484,9,25,2,2,2,4,16,1,3000
840,1,49,2,1,2,2,10,3,0
484,1,35,2,3,2,2,6,1,1500
840,4,20,1,1,2,3,13,1,10400
840,7,20,2,1,2,3,13,3,3000
484,4,14,2,1,2,2,7,3,99999999
840,2,80,2,2,2,3,12,3,0
840,3,12,1,1,2,2,6,0,0
484,7,28,1,1,2,2,9,1,1286
484,3,49,2,2,2,1,1,1,4000
840,4,1,1,1,2,0,99,0,0
484,1,68,1,2,2,1,0,3,99999999
484,3,40,2,2,1,2,6,1,6429
484,4,5,1,1,2,1,0,0,99999999
840,2,61,2,2,2,3,12,3,0
840,3,7,1,1,2,1,0,0,0
484,1,39,2,2,2,2,9,3,99999999
484,2,64,2,2,1,1,0,3,99999999
484,5,15,1,1,1,2,9,3,99999999
484,1,40,1,2,1,1,3,2,99999999
484,2,6,2,1,1,1,0,0,99999999
484,3,16,2,2,2,2,6,3,99999999
484,3,20,2,2,1,2,6,3,99999999
484,4,14,1,1,2,2,6,3,99999999
484,2,32,2,1,2,3,12,3,99999999
484,3,19,2,2,1,2,9,3,99999999
484,3,14,1,1,1,2,8,3,99999999
484,4,48,2,2,1,2,6,3,99999999
840,3,16,2,1,2,2,11,1,2000
840,1,77,1,2,2,4,13,1,26000
484,1,47,1,2,1,1,3,1,643
484,1,51,1,2,2,1,3,3,99999999
484,1,33,1,2,1,2,9,1,4286
840,2,74,2,2,2,3,13,3,0
484,5,60,2,2,2,2,6,1,2571
484,3,34,2,1,2,2,9,3,99999999
484,2,23,2,1,2,2,9,3,99999999
484,2,11,2,1,2,1,4,0,99999999
484,5,15,1,1,1,2,9,3,99999999
484,4,1,1,1,2,0,99,0,99999999
840,3,20,1,1,2,3,13,3,1200
484,5,24,1,1,2,2,6,1,1286
484,1,58,2,3,2,4,16,3,99999999
484,3,4,1,1,2,1,0,0,99999999
840,3,2,1,1,2,0,99,0,0
484,1,19,2,1,2,3,12,3,99999999
840,1,65,1,2,2,3,12,3,0
840,2,19,1,1,2,2,8,1,4200
484,5,31,2,2,2,2,9,3,99999999
484,3,12,1,1,2,1,5,3,99999999
840,2,69,2,2,2,3,12,3,0
484,1,52,1,2,1,2,9,1,99999998
840,1,68,1,1,2,3,12,3,0
840,1,37,2,2,2,3,13,1,72000
484,1,45,1,2,2,2,8,1,5357
840,4,4,1,1,2,1,0,0,0
484,1,55,2,2,1,1,3,3,99999999
484,4,20,2,1,1,2,6,3,99999999
484,3,47,1,2,1,2,6,1,7714
484,2,5,2,1,1,1,0,0,99999999
484,3,8,1,1,1,1,1,0,99999999
484,3,6,1,1,2,1,0,0,99999999
484,3,12,2,1,2,2,7,3,99999999
840,2,23,2,1,2,4,13,1,20000
484,4,0,1,1,1,0,99,0,99999999
484,1,33,1,2,2,2,6,1,5143
484,4,5,1,1,2,1,0,0,99999999
